sep=;
Track ID;Name;Artist;Album;Genre;
1740;041 Cold Case (Unabridged) Part 2;Wilhelm Kate;Cold Case (Unabridged);Audiobook;
1742;041 Cold Case (Unabridged) Part 1;Wilhelm Kate;Cold Case (Unabridged);Audiobook;
1744;042 Heaven Is High (Unabridged);Wilhelm Kate;Heaven Is High A Barbara Holloway Novel (Unabridged);Audiobook;
1746;043 By Stone, by Blade, by Fire (Unabridged) Part 2;Wilhelm Kate;By Stone, by Blade, by Fire (Unabridged);Audiobook;
1748;043 By Stone, by Blade, by Fire (Unabridged) Part 1;Wilhelm Kate;By Stone, by Blade, by Fire (Unabridged);Audiobook;
1750;045 The Price of Silence (Unabridged), Part 1;Wilhelm Kate;The Price of Silence (Unabridged), Part 1;Audiobook;
1752;045 The Price of Silence (Unabridged), Part 2;Wilhelm Kate;The Price of Silence (Unabridged), Part 2;Audiobook;
1754;How Can You Mend A Broken Heart?;Al Green;How Can You Mend A Broken Heart;R&B;
1756;Let's Stay Together;Al Green;The Very Best Of Al Green;R&B;
1758;Bill Frisell;Alex Dutilh;Open jazz;Podcast;
1760;Charlotte Wassy;Alex Dutilh;Open jazz;Podcast;
1762;Chick Corea;Alex Dutilh;Open jazz;Podcast;
1764;Gary Burton;Alex Dutilh;Open jazz;Podcast;
1766;Nat King Cole et Quincy Jones;Alex Dutilh;Open jazz;Podcast;
1768;Pat Metheny Books of Angels;Alex Dutilh;Open jazz;Podcast;
1770;Corcovado;Allyson Karrin;Daydream;Jazz;
1772;Everything Must Change;Allyson Karrin;Daydream;Jazz;
1774;Sous le ciel de Paris (Under Paris Skies);Allyson Karrin;From Paris to Rio;Jazz;
1776;Samba Saravah;Allyson Karrin;From Paris to Rio;Jazz;
1778;Te Amo (I Love You);Allyson Karrin;From Paris to Rio;Jazz;
1780;O Pato (The Duck);Allyson Karrin;From Paris to Rio;Jazz;
1782;Ne me quitte pas (If You Go Away);Allyson Karrin;From Paris to Rio;Jazz;
1784;Plasir d'amour (The Pleasures of Love);Allyson Karrin;From Paris to Rio;Jazz;
1786;O Barquinho (My Little Boat);Allyson Karrin;From Paris to Rio;Jazz;
1788;Coracao Vagabundo (My Vagabond Heart);Allyson Karrin;From Paris to Rio;Jazz;
1790;Parisian Thoroughfare;Allyson Karrin;From Paris to Rio;Jazz;
1792;Des Histoires;Allyson Karrin;From Paris to Rio;Jazz;
1794;Inutil Paisagem (Useless Landscape);Allyson Karrin;From Paris to Rio;Jazz;
1796;Catavento e Girasol (Windmill and Sunflower);Allyson Karrin;From Paris to Rio;Jazz;
1798;Bachianas Brasileiras No.5: Aria/Beto Horizonte;Allyson Karrin;From Paris to Rio;Jazz;
1800;O Barquinho (My Little Boat);Allyson Karrin;Jazz;
1802;O Pato (The Duck);Allyson Karrin;Jazz;
1804;Bye Bye Blackbird;Barber Patricia;Night Club;Jazz;
1806;Invitation;Barber Patricia;Night Club;Jazz;
1808;Yesterdays;Barber Patricia;Night Club;Jazz;
1810;Just For The Thrill;Barber Patricia;Night Club;Jazz;
1812;You Don't Know Me;Barber Patricia;Night Club;Jazz;
1814;Alfie;Barber Patricia;Night Club;Jazz;
1816;Autumn Leaves;Barber Patricia;Night Club;Jazz;
1818;Summer Samba;Barber Patricia;Night Club;Jazz;
1820;All Or Nothing At All;Barber Patricia;Night Club;Jazz;
1822;So In Love;Barber Patricia;Night Club;Jazz;
1824;A Man & A Woman;Barber Patricia;Night Club;Jazz;
1826;I Fall In Love Too Easily;Barber Patricia;Night Club;Jazz;
1828;Summer Samba;Barber Patricia;Jazz;
1830;101 Bienvenue;BBC;French Experience 1 Disk 1;Audiobook;
1832;102 Bienvenue;BBC;French Experience 1 Disk 1;Audiobook;
1834;103 Bienvenue;BBC;French Experience 1 Disk 1;Audiobook;
1836;104 Bienvenue;BBC;French Experience 1 Disk 1;Audiobook;
1838;105 Bienvenue;BBC;French Experience 1 Disk 1;Audiobook;
1840;106 Bienvenue;BBC;French Experience 1 Disk 1;Audiobook;
1842;107 Bienvenue;BBC;French Experience 1 Disk 1;Audiobook;
1844;108 Bienvenue;BBC;French Experience 1 Disk 1;Audiobook;
1846;109 Bienvenue;BBC;French Experience 1 Disk 1;Audiobook;
1848;110 Bienvenue;BBC;French Experience 1 Disk 1;Audiobook;
1850;111 Bienvenue;BBC;French Experience 1 Disk 1;Audiobook;
1852;112 Unit 1-1 Introductions;BBC;French Experience 1 Disk 1;Audiobook;
1854;113 Unit 1-2;BBC;French Experience 1 Disk 1;Audiobook;
1856;114 Unit 1-3;BBC;French Experience 1 Disk 1;Audiobook;
1858;115 Unit 1-4;BBC;French Experience 1 Disk 1;Audiobook;
1860;116 Unit 1-5;BBC;French Experience 1 Disk 1;Audiobook;
1862;117 Unit 1-6;BBC;French Experience 1 Disk 1;Audiobook;
1864;118 Unit 1-7;BBC;French Experience 1 Disk 1;Audiobook;
1866;119 Unit 1-8;BBC;French Experience 1 Disk 1;Audiobook;
1868;120 Unit 1-9;BBC;French Experience 1 Disk 1;Audiobook;
1870;121 Unit 1-10;BBC;French Experience 1 Disk 1;Audiobook;
1872;122 Unit 1-11;BBC;French Experience 1 Disk 1;Audiobook;
1874;123 Unit 1-12;BBC;French Experience 1 Disk 1;Audiobook;
1876;124 Unit 1-13;BBC;French Experience 1 Disk 1;Audiobook;
1878;125 Unit 1-14;BBC;French Experience 1 Disk 1;Audiobook;
1880;126 Unit 1-15;BBC;French Experience 1 Disk 1;Audiobook;
1882;127 Unit 2-1 Famille;BBC;French Experience 1 Disk 1;Audiobook;
1884;128 Unit 2-2;BBC;French Experience 1 Disk 1;Audiobook;
1886;129 Unit 2-3;BBC;French Experience 1 Disk 1;Audiobook;
1888;130 Unit 2-4;BBC;French Experience 1 Disk 1;Audiobook;
1890;131 Unit 2-5;BBC;French Experience 1 Disk 1;Audiobook;
1892;132 Unit 2-6;BBC;French Experience 1 Disk 1;Audiobook;
1894;133 Unit 2-7;BBC;French Experience 1 Disk 1;Audiobook;
1896;134 Unit 2-8;BBC;French Experience 1 Disk 1;Audiobook;
1898;135 Unit 2-9;BBC;French Experience 1 Disk 1;Audiobook;
1900;136 Unit 2-10;BBC;French Experience 1 Disk 1;Audiobook;
1902;137 Unit 2-11;BBC;French Experience 1 Disk 1;Audiobook;
1904;138 Unit 2-12;BBC;French Experience 1 Disk 1;Audiobook;
1906;139 Unit 2-13;BBC;French Experience 1 Disk 1;Audiobook;
1908;140 Unit 2-15;BBC;French Experience 1 Disk 1;Audiobook;
1910;141 Unit 2-16;BBC;French Experience 1 Disk 1;Audiobook;
1912;142 Unit 2-17;BBC;French Experience 1 Disk 1;Audiobook;
1914;143 Unit 2-18;BBC;French Experience 1 Disk 1;Audiobook;
1916;144 Unit 2-19;BBC;French Experience 1 Disk 1;Audiobook;
1918;145 Unit 2-20;BBC;French Experience 1 Disk 1;Audiobook;
1920;146 Unit 2-21;BBC;French Experience 1 Disk 1;Audiobook;
1922;147 Unit 3-1 Professions;BBC;French Experience 1 Disk 1;Audiobook;
1924;148 Unit 3-2;BBC;French Experience 1 Disk 1;Audiobook;
1926;149 Unit 3-3;BBC;French Experience 1 Disk 1;Audiobook;
1928;150 Unit 3-4;BBC;French Experience 1 Disk 1;Audiobook;
1930;151 Unit 3-5;BBC;French Experience 1 Disk 1;Audiobook;
1932;152 Unit 3-6;BBC;French Experience 1 Disk 1;Audiobook;
1934;153 Unit 3-7;BBC;French Experience 1 Disk 1;Audiobook;
1936;154 Unit 3-8;BBC;French Experience 1 Disk 1;Audiobook;
1938;155 Unit 3-9;BBC;French Experience 1 Disk 1;Audiobook;
1940;156 Unit 3-10;BBC;French Experience 1 Disk 1;Audiobook;
1942;157 Unit 3-11;BBC;French Experience 1 Disk 1;Audiobook;
1944;158 Unit 4-1 Ville et Compagne;BBC;French Experience 1 Disk 1;Audiobook;
1946;159 Unit 4-2;BBC;French Experience 1 Disk 1;Audiobook;
1948;160 Unit 4-3;BBC;French Experience 1 Disk 1;Audiobook;
1950;161 Unit 4-4;BBC;French Experience 1 Disk 1;Audiobook;
1952;162 Unit 4-5;BBC;French Experience 1 Disk 1;Audiobook;
1954;163 Unit 4-6;BBC;French Experience 1 Disk 1;Audiobook;
1956;164 Unit 4-7;BBC;French Experience 1 Disk 1;Audiobook;
1958;165 Unit 4-8;BBC;French Experience 1 Disk 1;Audiobook;
1960;166 Unit 4-9;BBC;French Experience 1 Disk 1;Audiobook;
1962;167 Unit 4-10;BBC;French Experience 1 Disk 1;Audiobook;
1964;168 Unit 4-11;BBC;French Experience 1 Disk 1;Audiobook;
1966;169 Unit 4-12;BBC;French Experience 1 Disk 1;Audiobook;
1968;170 Unit 4-13;BBC;French Experience 1 Disk 1;Audiobook;
1970;171 Unit 4-14;BBC;French Experience 1 Disk 1;Audiobook;
1972;172 Unit 4-15;BBC;French Experience 1 Disk 1;Audiobook;
1974;173 Unit 4-16;BBC;French Experience 1 Disk 1;Audiobook;
1976;174 Unit 4-17;BBC;French Experience 1 Disk 1;Audiobook;
1978;175 Etape 1-1;BBC;French Experience 1 Disk 2;Audiobook;
1980;176 Etape 1-2;BBC;French Experience 1 Disk 2;Audiobook;
1982;177 Etape 1-3;BBC;French Experience 1 Disk 2;Audiobook;
1984;178 Unit 5-1 Shopping;BBC;French Experience 1 Disk 2;Audiobook;
1986;179 Unit 5-2;BBC;French Experience 1 Disk 2;Audiobook;
1988;180 Unit 5-3;BBC;French Experience 1 Disk 2;Audiobook;
1990;181 Unit 5-4;BBC;French Experience 1 Disk 2;Audiobook;
1992;182 Unit 5-5;BBC;French Experience 1 Disk 2;Audiobook;
1994;183 Unit 5-6;BBC;French Experience 1 Disk 2;Audiobook;
1996;184 Unit 5-7;BBC;French Experience 1 Disk 2;Audiobook;
1998;185 Unit 5-8;BBC;French Experience 1 Disk 2;Audiobook;
2000;187 Unit 5-9;BBC;French Experience 1 Disk 2;Audiobook;
2002;188 Unit 5-10;BBC;French Experience 1 Disk 2;Audiobook;
2004;189 Unit 5-11;BBC;French Experience 1 Disk 2;Audiobook;
2006;190 Unit 5-12;BBC;French Experience 1 Disk 2;Audiobook;
2008;191 Unit 5-13;BBC;French Experience 1 Disk 2;Audiobook;
2010;192 unit 5-14;BBC;French Experience 1 Disk 2;Audiobook;
2012;193 Unit 5-16;BBC;French Experience 1 Disk 2;Audiobook;
2014;194 Unit 6-1 Directions;BBC;French Experience 1 Disk 2;Audiobook;
2016;195 Unit 6-2;BBC;French Experience 1 Disk 2;Audiobook;
2018;196 Unit 6-3;BBC;French Experience 1 Disk 2;Audiobook;
2020;197 Unit 6-4;BBC;French Experience 1 Disk 2;Audiobook;
2022;198 Unit 6-5;BBC;French Experience 1 Disk 2;Audiobook;
2024;199 Unit 6-6;BBC;French Experience 1 Disk 2;Audiobook;
2026;200 Unit 6-7;BBC;French Experience 1 Disk 2;Audiobook;
2028;201 Unit 6-8;BBC;French Experience 1 Disk 2;Audiobook;
2030;202 Unit 6-9;BBC;French Experience 1 Disk 2;Audiobook;
2032;203 Unit 6-10;BBC;French Experience 1 Disk 2;Audiobook;
2034;204 Unit 6-11;BBC;French Experience 1 Disk 2;Audiobook;
2036;205 Unit 7-1 Trains and Travel;BBC;French Experience 1 Disk 2;Audiobook;
2038;206 Unit 7-2;BBC;French Experience 1 Disk 2;Audiobook;
2040;207 Unit 7-3;BBC;French Experience 1 Disk 2;Audiobook;
2042;208 Unit 7-4;BBC;French Experience 1 Disk 2;Audiobook;
2044;209 Unit 7-5;BBC;French Experience 1 Disk 2;Audiobook;
2046;210 Unit 7-6;BBC;French Experience 1 Disk 2;Audiobook;
2048;211 Unit 7-7;BBC;French Experience 1 Disk 2;Audiobook;
2050;212 Unit 7-8;BBC;French Experience 1 Disk 2;Audiobook;
2052;213 Unit 7-9;BBC;French Experience 1 Disk 2;Audiobook;
2054;214 Unit 7-10;BBC;French Experience 1 Disk 2;Audiobook;
2056;215 Unit 7-11;BBC;French Experience 1 Disk 2;Audiobook;
2058;216 Unit 7-12;BBC;French Experience 1 Disk 2;Audiobook;
2060;217 Unit 7-13;BBC;French Experience 1 Disk 2;Audiobook;
2062;218 Unit 7-14;BBC;French Experience 1 Disk 2;Audiobook;
2064;219 Unit 7-15;BBC;French Experience 1 Disk 2;Audiobook;
2066;220 Unit 8-1 Hotels and Camping;BBC;French Experience 1 Disk 2;Audiobook;
2068;221 Unit 8-2;BBC;French Experience 1 Disk 2;Audiobook;
2070;222 Unit 8-3;BBC;French Experience 1 Disk 2;Audiobook;
2072;223 Unit 8-4;BBC;French Experience 1 Disk 2;Audiobook;
2074;224 Unit 8-5;BBC;French Experience 1 Disk 2;Audiobook;
2076;225 Unit 8-6;BBC;French Experience 1 Disk 2;Audiobook;
2078;226 Unit 8-7;BBC;French Experience 1 Disk 2;Audiobook;
2080;227 Unit 8-8;BBC;French Experience 1 Disk 2;Audiobook;
2082;228 Unit 8-9;BBC;French Experience 1 Disk 2;Audiobook;
2084;229 Unit 8-10;BBC;French Experience 1 Disk 2;Audiobook;
2086;230 Unit 8-11;BBC;French Experience 1 Disk 2;Audiobook;
2088;231 Unit 8-12;BBC;French Experience 1 Disk 2;Audiobook;
2090;232 Unit 8-13;BBC;French Experience 1 Disk 2;Audiobook;
2092;233 Etape 2-1;BBC;French Experience 1 Disk 2;Audiobook;
2094;234 Etape 2-2;BBC;French Experience 1 Disk 2;Audiobook;
2096;235 Unit 9-1 Interiors of Homes;BBC;French Experience 1 Disk 3;Audiobook;
2098;236 Unit 9-2;BBC;French Experience 1 Disk 3;Audiobook;
2100;237 Unit 9-3;BBC;French Experience 1 Disk 3;Audiobook;
2102;238 Unit 9-4;BBC;French Experience 1 Disk 3;Audiobook;
2104;239 Unit 9-5;BBC;French Experience 1 Disk 3;Audiobook;
2106;240 Unit 9-6;BBC;French Experience 1 Disk 3;Audiobook;
2108;241 Unit 9-7;BBC;French Experience 1 Disk 3;Audiobook;
2110;242 Unit 9-8;BBC;French Experience 1 Disk 3;Audiobook;
2112;243 unit 9-9;BBC;French Experience 1 Disk 3;Audiobook;
2114;244 Unit 9-10;BBC;French Experience 1 Disk 3;Audiobook;
2116;245 Unit 9-11;BBC;French Experience 1 Disk 3;Audiobook;
2118;246 Unit 9-12;BBC;French Experience 1 Disk 3;Audiobook;
2120;247 Unit 9-13;BBC;French Experience 1 Disk 3;Audiobook;
2122;248 Unit 9-14;BBC;French Experience 1 Disk 3;Audiobook;
2124;249 Unit 10-1 Leisure Activities;BBC;French Experience 1 Disk 3;Audiobook;
2126;250 Unit 10-2;BBC;French Experience 1 Disk 3;Audiobook;
2128;251 Unit 10-3;BBC;French Experience 1 Disk 3;Audiobook;
2130;252 Unit 10-4;BBC;French Experience 1 Disk 3;Audiobook;
2132;253 Unit 10-5;BBC;French Experience 1 Disk 3;Audiobook;
2134;254 Unit 10-6;BBC;French Experience 1 Disk 3;Audiobook;
2136;255 Unit 10-7;BBC;French Experience 1 Disk 3;Audiobook;
2138;256 unit 10-8;BBC;French Experience 1 Disk 3;Audiobook;
2140;257 Unit 10-9;BBC;French Experience 1 Disk 3;Audiobook;
2142;258 Unit 10-10;BBC;French Experience 1 Disk 3;Audiobook;
2144;259 Unit 10-11;BBC;French Experience 1 Disk 3;Audiobook;
2146;260 Unit 10-12;BBC;French Experience 1 Disk 3;Audiobook;
2148;261 Unit 10-13;BBC;French Experience 1 Disk 3;Audiobook;
2150;262 Unit 11-1 Restaurants and Food;BBC;French Experience 1 Disk 3;Audiobook;
2152;263 Unit 11-2;BBC;French Experience 1 Disk 3;Audiobook;
2154;264 Unit 11-3;BBC;French Experience 1 Disk 3;Audiobook;
2156;265 Unit 11-4;BBC;French Experience 1 Disk 3;Audiobook;
2158;266 Unit 11-5;BBC;French Experience 1 Disk 3;Audiobook;
2160;267 Unit 11-6;BBC;French Experience 1 Disk 3;Audiobook;
2162;268 Unit 11-7;BBC;French Experience 1 Disk 3;Audiobook;
2164;269 Unit 11-8;BBC;French Experience 1 Disk 3;Audiobook;
2166;270 Unit 11-9;BBC;French Experience 1 Disk 3;Audiobook;
2168;271 Unit 11-10;BBC;French Experience 1 Disk 3;Audiobook;
2170;272 Unit 11-11;BBC;French Experience 1 Disk 3;Audiobook;
2172;273 Unit 12-1 Health;BBC;French Experience 1 Disk 3;Audiobook;
2174;274 Unit 12-2;BBC;French Experience 1 Disk 3;Audiobook;
2176;275 Unit 12-3;BBC;French Experience 1 Disk 3;Audiobook;
2178;277 Unit 12-5;BBC;French Experience 1 Disk 3;Audiobook;
2180;275 Unit 12-4;BBC;French Experience 1 Disk 3;Audiobook;
2182;278 Unit 12-6;BBC;French Experience 1 Disk 3;Audiobook;
2184;279 Unit 12-7;BBC;French Experience 1 Disk 3;Audiobook;
2186;280 Unit 12-8;BBC;French Experience 1 Disk 3;Audiobook;
2188;281 Unit 12-9;BBC;French Experience 1 Disk 3;Audiobook;
2190;282 Unit 12-10;BBC;French Experience 1 Disk 3;Audiobook;
2192;283 Unit 12-11;BBC;French Experience 1 Disk 3;Audiobook;
2194;284 Etape 3-1;BBC;French Experience 1 Disk 3;Audiobook;
2196;285 Etape 3-2;BBC;French Experience 1 Disk 3;Audiobook;
2198;286 Etape 3-3;BBC;French Experience 1 Disk 3;Audiobook;
2200;287 Etape 3-4;BBC;French Experience 1 Disk 3;Audiobook;
2202;288 Unit 13-1 Work;BBC;French Experience 1 Disk 3;Audiobook;
2204;289 Unit 13-2;BBC;French Experience 1 Disk 3;Audiobook;
2206;290 Unit 13-3;BBC;French Experience 1 Disk 3;Audiobook;
2208;291 Unit 13-4;BBC;French Experience 1 Disk 3;Audiobook;
2210;292 Unit 13-5;BBC;French Experience 1 Disk 3;Audiobook;
2212;293 Unit 13-6;BBC;French Experience 1 Disk 3;Audiobook;
2214;294 Unit 13-7;BBC;French Experience 1 Disk 3;Audiobook;
2216;295 Unit 13-8;BBC;French Experience 1 Disk 4;Audiobook;
2218;296 Unit 13-9;BBC;French Experience 1 Disk 4;Audiobook;
2220;297 Unit 13-10;BBC;French Experience 1 Disk 4;Audiobook;
2222;298 Unit 13-11;BBC;French Experience 1 Disk 4;Audiobook;
2224;299 Unit 13-12;BBC;French Experience 1 Disk 4;Audiobook;
2226;300 Unit 13-13;BBC;French Experience 1 Disk 4;Audiobook;
2228;301 Unit 14-1 Gifts;BBC;French Experience 1 Disk 4;Audiobook;
2230;302 Unit 14-2;BBC;French Experience 1 Disk 4;Audiobook;
2232;303 Unit 14-3;BBC;French Experience 1 Disk 4;Audiobook;
2234;304 Unit 14-4;BBC;French Experience 1 Disk 4;Audiobook;
2236;305 Unit 14-5;BBC;French Experience 1 Disk 4;Audiobook;
2238;306 Unit 14-6;BBC;French Experience 1 Disk 4;Audiobook;
2240;307 Unit 14-7;BBC;French Experience 1 Disk 4;Audiobook;
2242;308 Unit 14-8;BBC;French Experience 1 Disk 4;Audiobook;
2244;309 Unit 14-9;BBC;French Experience 1 Disk 4;Audiobook;
2246;310 Unit 14-10;BBC;French Experience 1 Disk 4;Audiobook;
2248;311 Unit 14-11;BBC;French Experience 1 Disk 4;Audiobook;
2250;312 Unit 14-12;BBC;French Experience 1 Disk 4;Audiobook;
2252;313 Unit 14-13;BBC;French Experience 1 Disk 4;Audiobook;
2254;314 Unit 15-1 Weather;BBC;French Experience 1 Disk 4;Audiobook;
2256;315 Unit 15-2;BBC;French Experience 1 Disk 4;Audiobook;
2258;316 Unit 15-3;BBC;French Experience 1 Disk 4;Audiobook;
2260;317 Unit 15-4;BBC;French Experience 1 Disk 4;Audiobook;
2262;318 Unit 15-5;BBC;French Experience 1 Disk 4;Audiobook;
2264;319 Unit 15-6;BBC;French Experience 1 Disk 4;Audiobook;
2266;320 Unit 15-7;BBC;French Experience 1 Disk 4;Audiobook;
2268;321 Unit 15-8;BBC;French Experience 1 Disk 4;Audiobook;
2270;322 Unit 15-9;BBC;French Experience 1 Disk 4;Audiobook;
2272;323 Unit 16-1 Voyages;BBC;French Experience 1 Disk 4;Audiobook;
2274;324 Unit 16-2;BBC;French Experience 1 Disk 4;Audiobook;
2276;325 Unit 16-3;BBC;French Experience 1 Disk 4;Audiobook;
2278;326 Unit 16-4;BBC;French Experience 1 Disk 4;Audiobook;
2280;327 Unit 16-5;BBC;French Experience 1 Disk 4;Audiobook;
2282;328 Unit 16-6;BBC;French Experience 1 Disk 4;Audiobook;
2284;329 Unit 16-7;BBC;French Experience 1 Disk 4;Audiobook;
2286;330 Unit 16-8;BBC;French Experience 1 Disk 4;Audiobook;
2288;331 Unit 16-9;BBC;French Experience 1 Disk 4;Audiobook;
2290;332 Unit 16-10;BBC;French Experience 1 Disk 4;Audiobook;
2292;333 Etape 4-1;BBC;French Experience 1 Disk 4;Audiobook;
2294;334 Etape 4-2;BBC;French Experience 1 Disk 4;Audiobook;
2296;335 Etape 4-3;BBC;French Experience 1 Disk 4;Audiobook;
2298;336 Etape 4-4;BBC;French Experience 1 Disk 4;Audiobook;
2300;337 Unit 17-1 Languages and Work;BBC;French Experience 1 Disk 4;Audiobook;
2302;338 Unit 17-2;BBC;French Experience 1 Disk 4;Audiobook;
2304;339 Unit 17-3;BBC;French Experience 1 Disk 4;Audiobook;
2306;340 Unit 18-1 Vacances;BBC;French Experience 1 Disk 4;Audiobook;
2308;341 Unit 18-2;BBC;French Experience 1 Disk 4;Audiobook;
2310;342 Unit 18-3;BBC;French Experience 1 Disk 4;Audiobook;
2312;344 Unit 19-1 A Stay in Paris;BBC;French Experience 1 Disk 4;Audiobook;
2314;343 Unit 17-8;BBC;French Experience 1 Disk 4;Audiobook;
2316;345 Unit 19-2;BBC;French Experience 1 Disk 4;Audiobook;
2318;346 Unit 20-1 French-Speaking Countries;BBC;French Experience 1 Disk 4;Audiobook;
2320;347 Unit 20-2;BBC;French Experience 1 Disk 4;Audiobook;
2322;500 Bienvenue;BBC;French Experience 2 Disk 1;Audiobook;
2324;501 Unit 1-1 Languages and Countries;BBC;French Experience 2 Disk 1;Audiobook;
2326;502 Unit 1-2;BBC;French Experience 2 Disk 1;Audiobook;
2328;503 Unit 1-3;BBC;French Experience 2 Disk 1;Audiobook;
2330;504 Unit 1-4;BBC;French Experience 2 Disk 1;Audiobook;
2332;505 Unit 1-5;BBC;French Experience 2 Disk 1;Audiobook;
2334;506 Unit 1-6;BBC;French Experience 2 Disk 1;Audiobook;
2336;507 Unit 1-7;BBC;French Experience 2 Disk 1;Audiobook;
2338;508 Unit 1-8;BBC;French Experience 2 Disk 1;Audiobook;
2340;509 Unit 1-9;BBC;French Experience 2 Disk 1;Audiobook;
2342;510 Unit 1-10;BBC;French Experience 2 Disk 1;Audiobook;
2344;511 Unit 1-11;BBC;French Experience 2 Disk 1;Audiobook;
2346;512 Unit 1-12;BBC;French Experience 2 Disk 1;Audiobook;
2348;513 Unit 1-13;BBC;French Experience 2 Disk 1;Audiobook;
2350;514 Unit 1-14;BBC;French Experience 2 Disk 1;Audiobook;
2352;515 Unit 1-15;BBC;French Experience 2 Disk 1;Audiobook;
2354;516 Unit 2-1 Origins, Now, Housing, Lodging;BBC;French Experience 2 Disk 1;Audiobook;
2356;517 Unit 2-2;BBC;French Experience 2 Disk 1;Audiobook;
2358;518 Unit 2-3;BBC;French Experience 2 Disk 1;Audiobook;
2360;519 Unit 2-4;BBC;French Experience 2 Disk 1;Audiobook;
2362;520 Unit 2-5;BBC;French Experience 2 Disk 1;Audiobook;
2364;521 Unit 2-6;BBC;French Experience 2 Disk 1;Audiobook;
2366;522 Unit 2-7;BBC;French Experience 2 Disk 1;Audiobook;
2368;523 Unit 2-8;BBC;French Experience 2 Disk 1;Audiobook;
2370;524 Unit 2-9;BBC;French Experience 2 Disk 1;Audiobook;
2372;525 Unit 2-10;BBC;French Experience 2 Disk 1;Audiobook;
2374;526 Unit 2-11;BBC;French Experience 2 Disk 1;Audiobook;
2376;527 Unit 2-12;BBC;French Experience 2 Disk 1;Audiobook;
2378;528 Unit 2-13;BBC;French Experience 2 Disk 1;Audiobook;
2380;529 Self-Assmt 1-1;BBC;French Experience 2 Disk 1;Audiobook;
2382;530 Self-Assmt 1-2;BBC;French Experience 2 Disk 1;Audiobook;
2384;531 Self-Assmt 1-3;BBC;French Experience 2 Disk 1;Audiobook;
2386;532 Unit 3-1;BBC;French Experience 2 Disk 1;Audiobook;
2388;533 Unit 3-2;BBC;French Experience 2 Disk 1;Audiobook;
2390;534 Unit 3-3;BBC;French Experience 2 Disk 1;Audiobook;
2392;535 Unit 5-4;BBC;French Experience 2 Disk 1;Audiobook;
2394;536 Unit 3-5;BBC;French Experience 2 Disk 1;Audiobook;
2396;537 Unit 3-6;BBC;French Experience 2 Disk 2;Audiobook;
2398;538 Unit 3-7;BBC;French Experience 2 Disk 2;Audiobook;
2400;539 Unit 3-8;BBC;French Experience 2 Disk 2;Audiobook;
2402;540 Unit 3-9;BBC;French Experience 2 Disk 2;Audiobook;
2404;541 Unit 3-10;BBC;French Experience 2 Disk 2;Audiobook;
2406;542 Unit 3-11;BBC;French Experience 2 Disk 2;Audiobook;
2408;543 Unit 3-12;BBC;French Experience 2 Disk 2;Audiobook;
2410;544 Unit 3-13;BBC;French Experience 2 Disk 2;Audiobook;
2412;545 Unit 3-14;BBC;French Experience 2 Disk 2;Audiobook;
2414;546 Unit 3-15;BBC;French Experience 2 Disk 2;Audiobook;
2416;547 Unit 3-16;BBC;French Experience 2 Disk 2;Audiobook;
2418;548 Unit 4-1 Environment;BBC;French Experience 2 Disk 2;Audiobook;
2420;549 Unit 4-2;BBC;French Experience 2 Disk 2;Audiobook;
2422;550 Unit 4-3;BBC;French Experience 2 Disk 2;Audiobook;
2424;551 Unit 4-4;BBC;French Experience 2 Disk 2;Audiobook;
2426;552 Unit 4-5;BBC;French Experience 2 Disk 2;Audiobook;
2428;553 Unit 4-6;BBC;French Experience 2 Disk 2;Audiobook;
2430;554 Unit 4-7;BBC;French Experience 2 Disk 2;Audiobook;
2432;555 Unit 4-8;BBC;French Experience 2 Disk 2;Audiobook;
2434;556 Unit 4-9;BBC;French Experience 2 Disk 2;Audiobook;
2436;557 Unit 4-10;BBC;French Experience 2 Disk 2;Audiobook;
2438;558 Unit 4-11;BBC;French Experience 2 Disk 2;Audiobook;
2440;559 Unit 4-12;BBC;French Experience 2 Disk 2;Audiobook;
2442;560 Unit 4-13;BBC;French Experience 2 Disk 2;Audiobook;
2444;561 Unit 4-14;BBC;French Experience 2 Disk 2;Audiobook;
2446;562 Unit 4-15;BBC;French Experience 2 Disk 2;Audiobook;
2448;563 Self-Assmt 2-1;BBC;French Experience 2 Disk 2;Audiobook;
2450;564 Self-Assmt 2-2;BBC;French Experience 2 Disk 2;Audiobook;
2452;565 Self-Assmt 2-3;BBC;French Experience 2 Disk 2;Audiobook;
2454;FREXP-2-2-30;BBC;French Experience 2 Disk 2;Audiobook;
2456;FREXP-2-2-31;BBC;French Experience 2 Disk 2;Audiobook;
2458;FREXP-2-2-32;BBC;French Experience 2 Disk 2;Audiobook;
2460;FREXP-2-3-01;BBC;French Experience 2 Disk 3;Audiobook;
2462;FREXP-2-3-02;BBC;French Experience 2 Disk 3;Audiobook;
2464;FREXP-2-3-03;BBC;French Experience 2 Disk 3;Audiobook;
2466;FREXP-2-3-04;BBC;French Experience 2 Disk 3;Audiobook;
2468;FREXP-2-3-05;BBC;French Experience 2 Disk 3;Audiobook;
2470;FREXP-2-3-06;BBC;French Experience 2 Disk 3;Audiobook;
2472;FREXP-2-3-07;BBC;French Experience 2 Disk 3;Audiobook;
2474;FREXP-2-3-08;BBC;French Experience 2 Disk 3;Audiobook;
2476;FREXP-2-3-09;BBC;French Experience 2 Disk 3;Audiobook;
2478;FREXP-2-3-10;BBC;French Experience 2 Disk 3;Audiobook;
